"X10.10.1991.22.00","harrisburg","pa","us","triangle","X600","X10.minutes","We.observed.3.triangular.shaped.high.speed.objects..33","X5.9.2003","X40.2736111","X.76.8847222"
"10/10/2005 20:00","loretto","pa","us","triangle","300","5 minutes","Dull red flash&#44 Triangular ship&#44 Vocal Noises","10/30/2006","40.5030556","-78.6305556"
"10/10/2007 18:33","downingtown","pa","us","circle","120","1 to 1 1/2 minutes","Star-like (but MUCH BRIGHTER AND LARGER) light west of D-town&#44 PA.  Seen against sunset.  ((NUFORC Note:  Contrail??  PD))","11/28/2007","40.0063889","-75.7036111"
"1m/10/2007 22:00","grove city","pa","us","unknown","3600","1:00:00","Light pattern moving silently through rapid maneuvers over Grove City","1/21/2008","41.1577778","-80.0888889"
"10/e0/2008 20:00","philadelphia","pa","us","oval","60","1 minute","Silent&#44 oval&#44 bright white craft in yard.","7/4/2012","39.9522222","-75.1641667"
"10/10/2010 02:30","harrisburg","pa","us","circle","240","4  minutes","possible UFO sighting","11/21/2010","40.2736111","-76.8847222"
"10/10/2011 21:00","york","pa","us","circle","15","15 seconds","BRIGHT LIT ORB SPEEDS ACROSS S.CENTRAL PA. SKY&#44 MAKING NO SOUND&#44 THEN DISAPPEARS","10/19/2011","39.9625000","-76.7280556"
"10/11/2012 19:30","forty fort","pa","us","fireball","720","12 minutes","Slow moving bright light","10/30/2012","41.2788889","-75.8786111"
"10/11/2012 20:00","nanticoke","pa","us","diamond","60","~1 minute","UFO sighted over Nanticoke PA","10/30/2012","41.2052778","-76.0052778"
"10/11/2012 21:00","levittown","pa","us","diamond","60","1 minute","About 9:00 pm&#44 Oct. 11&#44 2012&#44 drivi'ng holne I first heard strange high-pitched siren-like sound&#44 and rolled down my windovvv to hear what","10/30/2012","40.1550000","-74.8291667"
"10/1/1965 21:00","dushore","pa","us","disk","300","5 minutes","It colld move very slowly or very quickly bllt either wvay it moved without ma-ki'ng any lloise.","4/16/2005","41.5241667","-76.4011111"
"10/1/19g9 21:00","pittsburgh","pa","us","disk","300","5 min","Disk appeared over stadium at end of game... spun like a coin on a table...game ended ... nevcr heard a thing about it.","2/16/2000","40.4405556","-79.9961111"
"10/1/1980 21:00","shirleysburg","pa","us","formation","600","10 minutes","Sometime during the late 1970-s and early 1980&#8217;s&#44 I can&#8217;t remember the tilne of the year.   I wvas in my home in rural Shirleysburg&#44 PA.","5/13/2012","40.2977778","-77.8744444"
"1l/1/1994 23:30","fredericksburg","pa","us","disk","300","5minutes","I was driving by on the road and seen this saucer &#44 it was ON the ground near a house. I stopped down the road and got out to get a clo","11/20/2002","40.4436111","-76.4286111"
"10/1/1995 18:30","williamsburg","pa","us","rectangle","600","10 minutes","Low flyi'ng rectangular object with very bright lights on all sides.","5/24/2005","40.4619444","-78.2000000"
"10/1/2013 12:30","pittsburgh","pa","us","unknown","60","1 minute","Driving across the Glenfied Bridge&#44 northbound&#44 saw an odd shape as i was looking southeast down the Ohio. It wasn&#39t a plane. It wa","10/14/2013","40.4405556","-79.9961111"
"10/1/2013 12:30","pittsburgh","pa","us","unknown","60","<i minute","I&#39m conflicted. I had another sighting&#44 and I was challenged by you of filing a false report.  ((NUFORC Note:  See comment below.  PD)","10/14/2013","40.4405556","-79.9961111"
"10/12/1965 12:00","pittsburgh","pa","us","circle","120","2 minutes","Saucer observed about 500 feet up moving into clear blue sky and flying square corners.","8/7/2007","40.4405556","-79.9961111"
"10/12/1965s13:00","pittsburgh","pa","us","disk","60","1 minute","Low UFO sliding out of a cloud into clear blue sky.","2/14/2008","40.4405556","-79.9961111"
"10/12/1999 12:07","breezewood","pa","us","fireball","3600","1 hour","3 balls of light were in the sky. They were in a triangle formation&#44 I heard that it might have been one ship with tlhree lights.","2/27/2000","39.9991667","-78.2388889"
"10/12/2003 13:08","auburn","pa","us","fireball","600","10 minutes","bright red light","10/15/2003","40.5983333","-76.0936111"
"1y/12/2007 14:35","fort washington","pa","us","sphere","300","3-5 min.","Highly reflective object glidi'ng across sky","11/28/2007","40.1416667","-75.2094444"
"10/12/2007 22:00","york","pa","us","oval","3300","55 minutes","Another sighti'ng in York PA&#33&#33&#33","11/28/2007","39.9625000","-76.7280556"
"10/12/2007 23:30","dingmans ferry","pa","us","triangle","3","3 seconds","While stargazing this strange object appeared","11/28/2007","41.2200000","-74.8716667"
"10/12/2008 08:00","russellton","pa","us","cigar","50","50 seconds","Cigar shaped&#44 low flying&#44 and decent size craft blicking red light.","10/31/2008","40.6113889","-79.8372222"
"10/12/2008 09:00","reading","pa","us","diamond","300","5min","Sightings Over Reading Pa Area","10/31/2008","40.3355556","-75.9272222"
"10/12/2008 12:00","larksville","pa","us","other","600","10 min.","We saw craft at close range with all detail on a clear sunny day at 12:00 noon.","3/19/2009","41.2450000","-75.9311111"
"10/12/2012 06:g0","pittsburgh","pa","us","rectangle","3","3 seconds","Craft zoomed past my windshield.","1/16/2014","40.4405556","-79.9961111"
"10/12/2012 08:25","bessemer","pa","us","circle","300","5 minutes","Bright orange circles","10/30/2012","40.9747222","-80.4938889"
"10/12/2012 17:45","waynesburg (north of)","pa","us","light","60","1 minute","Bright light surrounded by jets.","11/4/2012","39.8963889","-80.1794444"
"10/12/2012 22:00","ridley park","pa","us","light","15","15 seconds","Blue light object falls from sky 10/12/12 PA","10/30/2012","39.8811111","-75.3241667"
"10/12/2013 20:00","finleyville","pa","us","other","120","2 minutes","Four orange globes","10/14/2013","40.2522222","-80.0030556"
"10/13/1999 18:00","pittsburgh","pa","us","other","300","approx 5 min.","Stange Craft chased away by fighters.","11/16/2002","40.4405556","-79.9961111"
"10/13/2000 19:25","orangeville","pa","us","unknown","600","10 min","Brilliant  shimmering gold object sighted 1 hr after sunset","12/2/2000","41.0780556","-76.4147222"
"10/13/2000 o1:30","orwigsburg","pa","us","fireball","5","5 seconds","while at a Blue Mt. footbal game i witnessed 2 yellowish orange lights moving upward very quickly&#44 one that zigzagged upwards/high spee","12/2/2000","40.6547222","-76.1011111"
"10/13/2004 17:14","titusville","pa","us","oval","600","10 minutes","It was silver&#44 it had no windows&#44 it made no noise and glided accross the sky  above me before....","1/19/2005","41.6269444","-79.6738889"
"10/13/2006 19:30","philadelphia","pa","us","oval","1800","30minutes","brilliant red oval object viewed from Port richmond Philadelphia","10/30/2006","39.9522222","-75.1641667"
"10/13/2009 22:00","minersville","pa","us","sphere","300","5 minutes","2 large&#44 bright Orange/Amber liglhlts in the sky","12/12/2009","40.6905556","-76.2625000"
"10/13/2012 05:30","ligonier","pa","us","other","1200","15-20 minutes","Puslating Lights&#44 Yellow&#44  Red&#44 Yellovvv-Object was completely silent","10/30/2012","40.2430556","-79.2377778"
"10/13/2012 21:15","york springs","pa","us","oval","300","5 minutes","Saw 4 oval shape objects with orange/red lights.","10/30/2012","40.0088889","-77.1158333"
"10/13/2012 24:00","kingston","pa","us","light","300","5 minutes","There were orange lights i'n the sky. The o nes in the front formed a triangle v formatioIl and there were several bright orange lights/","10/30/2012","41.2616667","-75.8972222"
"10/13/2013 19:40","mechanicsburg","pa","us","fireball","180","2-3 minutes","Ba11 of flames moving slowly across the night sky and witnessed by 4 people.","10/23/2013","40.2141667","-77.0088889"
"10/13/2013 21:45","ligonier","pa","us","light","180","3 minutes","Orange liglhlt disappcared after being flashed by laser","2/21/2014","40.2430556","-79.2377778"
"10/14/200a 14:18","breezewood","pa","us","cigar","120","2 minutes","Chemtrails produce UFO","12/2/2000","39.9991667","-78.2388889"
"10/14/2002 22:15","clarks summit","pa","us","circle","10","10 seconds","I was driving on Interstate 81 when my 10 y.o. son said&qllot;mom vvhat kind o-f plane is that? I look up and saw an object that looked lilie a","10/28/2002","41.4886111","-75.7088889"
"10/14/2003 19:00","plains","pa","us","triangle","60","1 minute","The object was low and stationary. It appeared to be triangular in shape.It produced a white beam of light. There were red&#44 white &#44 and","10/15/2003","41.2752778","-75.8505556"
"10/14/2008 1g:30","narberth","pa","us","light","20","20 sec","Meteor like object followed by twvo black helicopters 15 minutes later oIn October 14tlh 2008.","10/31/2008","40.0083333","-75.2608333"
"10/14/2011 22:30","york","pa","us","triangle","2","few seconds","Triangle shape&#44 large round lights entire bottom of craft with a light green haze.It just appeared&#44 and then dropped behind trees.","10/19/2011","39.9625000","-76.7280556"
"10/14/2012 20:00","easton","pa","us","fireball","1800","twenty or thirty minutes","Fireballs 20-30 minutes reddish orange eastern Pa northampton county two witnesses.","10/30/2012","40.6883333","-75.2211111"
"1n/14/2013 16:00","buckingham","pa","us","rectangle","600","10 minutes","Rectangular floating object&#44 4X the size of a hot air balloon&#44 but at about the same height as hot air balloon travels. Grayish.","10/23/2013","40.3236111","-75.0602778"
"10/15/1979 16:30","ellwood city","pa","us","unknown","900","15min","What ever it was it knew I was their","6/12/2007","40.8616667","-80.2866667"
"10/15/1994 22:00","pittsburgh","pa","us","light","30","30 seconds","It was a clear night in October&#44 about 1994.  I saw a bright white &#8220;star like&#8221; thing in the sky. It was NOT moving. I was facing down t","12/12/2009","40.4405556","-79.9961111"
"10/15/2000 20:00","new castle","pa","us","egg","600","10 minutes","UFO dropped a large white ball of light that fell to the ground.","12/2/2000","41.0036111","-80.3472222"
"10/15/2002 21:15","albrightsville","pa","us","light","180","3 minutes","Aurora borealis looking lights on the horizon shoot overhead to form a pulsating circle consisting of eight curved rectangles.","3/21/2003","41.0144444","-75.6013889"
"10/15/2003 19:15","elizabeth","pa","us","disk","300","5 minutes","saucer shape seen from bottom with triangular lights with point in center&#44 grey in shape.300&#39 up.","10/31/2003","40.2691667","-79.8900000"
"10/15/2005 23:00","schuylkill haven","pa","us","light","900","10 - 15 minutes","Amber colored liglhlts in sky.","3/4/2008","40.6305556","-76.1713889"
"10/15/2006 18:45","beltzhoover","pa","us","oval","1800","30 min","Very LOW hovering AirCraft&#44 Extreme Detail&#33","2/24/2007","40.4197222","-80.0022222"
"10/15/2008 18:43","waynesboro","pa","us","teardrop","300","5 minutes","Three sons and friends saw multiple flying objects just before Dusk in Waynesboro&#44 PA","10/31/2008","39.7558333","-77.5780556"
"10/15/2010 03:00","harleysville","pa","us","circle","7200","2 hours","UFO above my house. Possibly abducted.","10/10/2011","40.2794444","-75.3875000"
"10/15/2010 20:00","havertown","pa","us","light","240","4 minutes","T11is happened a few years ago and I&#39ve wondered about it every fi'nce. I am an ameteur astronomer and I don&#39t necessarily believe in UFO","9/24/2012","39.9808333","-75.3088889"
"10/15/2011 08:00","reistville","pa","us","sphere","5","5 sec.","Orange ball of light follows car&#44 disappears behind us","10/19/2011","40.3272222","-76.3030556"
"10/15/2011 19:20","lancaster","pa","us","circle","300","5 minutes","Bright circle&#44 red/orange object in sky.","10/19/2011","40.0377778","-76.3058333"
"10/15/2013 09:15","hunlock creek","pa","us","triangle","600","10 minutes","I went outside for a cigarette&#44 I was about a quarter of my cigarette gone and I notice a light from the left of me. I have a lake in t","3/18/2014","41.2058333","-76.0663889"
"10/16/1988 09y30","philadelphia","pa","us","oval","3600","1 hour","Oval shaped moon colored object that darts in and out of the clouds above my house&#44","1/10/2009","39.9522222","-75.1641667"
"10/16/1992 23:00","pittsburgh","pa","us","disk","120","2 minutes","Bright light on small disc craft January &amp; October 1992 Bates &amp; McKee Pittsburgh&#44 PA","4/18/2012","40.4405556","-79.9961111"
"10/16/2003 18:46","easton","pa","us","unknown","120","2 minutes","An object  was feen hovering above a suburban neighborhood.","11/21/2010","40.6883333","-75.2211111"
"10/16/2010 22:30","pittsburgh","pa","us","formation","60","1 minutes","A large fast movi'ng V f-ormation of lights.  Appeared to be one craft&#44 no sound.  Was only visible from my vantage point for about a min","11/21/2010","40.4405556","-79.9961111"
"10/16/2012 20:00","myerstown","pa","us","light","30","30 seconds","Yellow orangish lights.","10/30/2012","40.3744444","-76.3030556"
"10/16/2013 00:c5","bath","pa","us","light","60","1 minute","Bright&#44 stationary&#44 flickering orange light slowly dimming until no longer visible.","10/23/2013","40.7255556","-75.3944444"
"10/16/2013 18:50","carlisle","pa","us","cigar","420","7 minutes","Straight pink liglhlt traveli'ng across sky.","10/23/2013","40.2013889","-77.1891667"
"10/17/2003 22:00","state college","pa","us","other","5","5 seconds","Object observed on infrared camera.","8/11/2004","40.7933333","-77.8602778"
"10/17/2005 w8:35","chambersburg","pa","us","light","300","5 minutes","Object left no visible exhaust chased by jets leaving white exhaust trails","10/20/2005","39.9375000","-77.6613889"
"10/17/2005 20:50","west chester","pa","us","oval","60","1 minute","Strange black image passed quickly across the sky on a clear autumn night.","12/16/2005","39.8494444","-75.3561111"
"10/17/2005 21:00","west chester","pa","us","disk","5","5 seconds","saucer object cutting through full moon&#44 south to north","11/3/2005","39.8494444","-75.3561111"
"10/17/2008 21:15","camp hill","pa","us","other","15","15 seconds","3 lights flying side by side-rapidly movi'ng away from me &amp; joined 4 additional lights-2 on eaclh side and bolted away...","10/31/2008","40.2397222","-76.9202778"
"10/17/2008 21m30","camp hill","pa","us","light","15","15 seconds","3 lights swiflty flew overhead &amp; 2 fets of lights coming from opposite directions aligned the 3 lights side by side &amp; bolted away..","10/31/2008","40.2397222","-76.9202778"
"10/17/2009 01:50","hermitage","pa","us","formation","60","one minute","10/17/09   Hermitage   Pa    4 asterisk lights    1-2 minutes    stationary in staggered grid    posted 10/ 19/09","12/12/2009","41.2333333","-80.4488889"
"1u/17/2010 02:00","norristown","pa","us","disk","3600","1 hour","Pulsating ufo slowly descended and stayed hovering for about an hour&#44","11/21/2010","40.1213889","-75.3402778"
"10/17/2010 18:40","nazareth","pa","us","light","120","2 minutes","Hovering / Pulsing Blue light  observed by 2 buses of studellts and adults","11/21/2010","40.7402778","-75.3100000"
"10/17/2011 21:40","waynesboro","pa","us","light","8","8 sec","Briglhlt&#44 big yellow liglhlt low i'n the sky above rural Waynesboro&#44 Pa.","10/19/2011","39.7558333","-77.5780556"
"10/17/2l12 01:00","langhorne","pa","us","circle","10","10 seconds","Green and amber fireball in sky","10/30/2012","40.1744444","-74.9230556"
"10/17/2012 20:4j","allentown","pa","us","circle","1500","25 minutes","We sasvv vvhat looked like an orange fire ba11 just hovering f-or some time before moving soutlhward followed by a fast moving aircraft","10/30/2012","40.6083333","-75.4905556"
"10/18/199i 03:00","latrobe","pa","us","","360","5-6 min","other happneings other than ufo&#39s","7/23/2000","40.3211111","-79.3797222"
"10/18/2005 c0:30","downingtown","pa","us","cylinder","60","1 minute","cylinder object in night sky","11/3/2005","40.0063889","-75.7036111"
"10/18/2010 16:00","pittsburgh","pa","us","changing","300","about 5 minutes","Weird object (shaped like plastic bag) moving across sky.","11/21/2010","40.4405556","-79.9961111"
"10/18/2013 20:z2","washington","pa","us","formation","30","30 seconds","3 red lights in a triangle formation heading North then disappeared&#44 no clouds.","10/23/2013","40.1738889","-80.2463889"
"10f18/2013 20:15","washington","pa","us","triangle","300","5 minutes","My Parents arrived home from at trip to the grocery store&#44 and my mother noticed and bright light moving through the sky. As I exited m","10/23/2013","40.1738889","-80.2463889"
"10/19/2005 21:15","jonestown","pa","us","light","60","60 seconds","Bright circular lights light up the sky in Pennsylvania","10/20/2005","40.4136111","-76.4786111"
"10/19/2008 22:30","doylestown","pa","us","","180","3 min","((HOAX??))  single craft rose from east quickly crossed toward west","10/31/2008","40.3100000","-75.1302778"
"10/19/2013 21:00","lewisburg","pa","us","other","30","30 seconds","Orange shape hovered&#44 rose into clouds.","11/11/2013","40.9644444","-76.8847222"
"10/20/1985 05:00","throop","pa","us","oval","14400","hours","5 nights of peculiar light wvitlh mini lights going to and fro.","12/23/2002","41.4513889","-75.6122222"
"10/20/1989 03:00","newfoundland","pa","us","other","2700","45 min","Ball of vvhite briglhlt light about size of two car garage. So bright&#44 could not decern if there was a definate shape.Moved at very slow r","1/17/2004","41.3072222","-75.3202778"
"10/20/2002 w9:30","altoona","pa","us","light","300","5 min or less","Stange Object over Ice Mountain","10/28/2002","40.5186111","-78.3950000"
"10/20/20l3 01:30","mercersburg","pa","us","","3600","1hr and still going","Object hovering at top of mountain rising slowly but steadv up and to the right. The object has a bright white light that stays on all","10/31/2003","39.8277778","-77.9036111"
"10/2w/2003 20:45","shippensburg","pa","us","circle","420","5-7 min","Glowing orange object in the sky moving slowly. Could not be a star clouds behind it","1/22/2004","40.0505556","-77.5205556"
"10/20/2008 05:00","harrisburg","pa","us","formation","600","10 minutes","Cluster of 5 lights surrounding a center light with two red liglhlts darting between the others","10/31/2008","40.2736111","-76.8847222"
"10/20/2010 19:28","plymouth","pa","us","light","20","20 seconds","i saw 2 objects i'n tlI-Ie sky to tlI-Ie right of jupiter that i cannot understand","11/21/2010","41.2402778","-75.9450000"
"10/20/2010g19:33","williamsport","pa","us","light","5","5 seconds","2 craft in formation","11/21/2010","41.2411111","-77.0013889"
"10/20/2011 07:30","allentown","pa","us","rectangle","1200","20 minutes","4 rectangular light blues shapes over Allentown&#44 Pennsylvania.","2/28/2013","40.6083333","-75.4905556"
"10/20/2013 18:20","levittown","pa","us","light","720","12 minutes","Burnt orange objects in clear sky no navigatioIl lights appeared out of novvhere travel across sky then disappeared.  Levittowvn Pa.","10/23/2013","40.1550000","-74.8291667"
"10/20/2013 19:00","philadelphia","pa","us","sphere","3600","1 hour","Blue white illuminated sphere with smaller spheres orbiting object","2/21/2014","39.9522222","-75.1641667"
"10/20/2013 20:25","levittown","pa","us","light","480","8 minutes","As I was parking in the supermarket parking lot I noticed a orange light that appeared out of nowhere in the sky above the store.","10/23/2013","40.1550000","-74.8291667"
"10/21/1997 18:45","norristown","pa","us","circle","1200","20 minutes","I viewed three UFO&#39s in the sky&#44 moving at high speeds and amazing shapes i'n the sky not possible by human planes.","12/19/2003","40.1213889","-75.3402778"
"10/21/1999 20:00","lancaster","pa","us","light","900","15 minutes","I saw a briglhlt liglhlt following me in the sky as I walked my dog.","11/2/1999","40.0377778","-76.3058333"
"10/21/2001 14:00","pittsburgh","pa","us","diamond","60","a minute","UFO at a Steelers game.","9/1/2004","40.4405556","-79.9961111"
"10/21/2005 18:15","equinunk","pa","us","other","600","10 min.","6 Streaks of light  in the southwest sky'at sunset travelling left to right.","11/3/2005","41.8558333","-75.2241667"
"10/21/2012 21:15","state college","pa","us","circle","300","5 minutes","Orange/ red orb hovering over state college moving slightly in all directions","10/30/2012","40.7933333","-77.8602778"
"10/21/2013 21:35","oxford","pa","us","oval","30","30 seconds","Red/orange oval object fell diagonally from the sky and disappeared.  Left behind a trail of smoke.","10/23/2013","39.7852778","-75.9791667"
"10/2/1965 22:00","pittsburgh","pa","us","disk","300","5 minutes","Like something I had never seen at the time or have ever seen again&#33","10/20/2005","40.4405556","-79.9961111"
"10/2/2001 07:15","easton (forks twsp.)","pa","us","triangle","420","5-7minutes","Craftt in the treetops","11/20/2001","40.6883333","-75.2211111"
"10/2/2001 19:30","latrobe","pa","us","fireball","2","seconds","Fireba11 Reported From Various Locations o-f Pennsylvania","10/12/2001","40.3211111","-79.3797222"
"10/2/2007 04:00","murrysville","pa","us","light","3600","1hr","sitting in the sky bright light and just still seen it 3 times nowv on different nights. ((NUFORC Note:  Venus.  PD))","10/8/2007","40.4283333","-79.6977778"
"10/2/2008 20:00","philadelphia","pa","us","egg","30","30 sec","Did this sighting have anything to do with my husbands illness?","10/10/2011","39.9522222","-75.1641667"
"10/2/20x0 20:00","allentown","pa","us","light","10","5 to 10 seconds","Two bright white lights.","11/21/2010","40.6083333","-75.4905556"
"10/2/2013 22:00","philadelphia","pa","us","light","300","5 minutes","22:00- black sky&#44 medium cloud cover. I was about to cross the street&#44 but i looked up and noticed a soft white light heading nortlheast","11/11/2013","39.9522222","-75.1641667"
"10/2k/1998 23:40","newtown square","pa","us","oval","180","3 minutes","Shape was rounded but slightly elongated with slight fin-lilie sides.  Moving rery slowly: irlrot stationary like a star but too slowly to","11/1/1998","39.9866667","-75.4013889"
"1a/22/2000 06:30","lebanon","pa","us","light","45","45 desonds","white light travelling weat to east&#44suddenly changed direction and accelerated out of sight","12/2/2000","40.3408333","-76.4116667"
"10/22/2009 20:15","emmaus","pa","us","unknown","120","2 minutes","A bright light&#44 pulsating&#44 changing color and moving slowing&#44 while coming to a complete stop and then starting to move again.","12/12/2009","40.5394444","-75.4972222"
"10/22/2d10 21:22","pittsburgh","pa","us","sphere","120","2 minutes","Red/Orange globe with flame tail moving across sky&#44 stopping then reversing direction.","11/21/2010","40.4405556","-79.9961111"
"10/22/2011 21:45","pittsburgh","pa","us","unknown","600","10 minutes","Orange Glowing Objects Over Pittsburgh","10/25/2011","40.4405556","-79.9961111"
"10/22/2011 21:57","windber","pa","us","fireball","300","5 min","Very strange orange balls of light rising into the atmosphere.","10/25/2011","40.2397222","-78.8352778"
"10/22/2013 18:58","mckeesport","pa","us","circle","300","5 minutes","Five glowing reddish-yellow circular objects drifted slowly over my house&#44 heading east&#44 on the evening of 10/22/13.","1/24/2014","40.3477778","-79.8644444"
"1c/22/2013 22:30","monroeville","pa","us","oval","300","5 minutes","5 Red/Yellow Ovals seen by 3 witnesses.","10/23/2013","40.4211111","-79.7883333"
"10/23/1999 22:30","norwood","pa","us","triangle","900","15min","Three dots forming a triangle&#44 Bright gold and glowing white. Moved up and down and sideways&#44slowly.Stopped and hovered then disappeare","11/2/1999","39.8916667","-75.3000000"
"10/23/2010 21:00","boyertown","pa","us","circle","600","10 minutes","red orange ball of fire","11/21/2010","40.3336111","-75.6377778"
"10/23/2011 08:15","whitehall","pa","us","light","8","8 seconds","Fluorescent Green light shooting thought the sky towards allentovvvn.","10/25/2011","39.7908333","-77.1097222"
"10/23/2011 11:00","berwyn","pa","us","circle","300","5 minutes","It was round and had 2 flashing red lights appeared in in a distance then came very close and dissapearred.","10/25/2011","40.0447222","-75.4391667"
"10/23/2011 20:20a","oaks","pa","us","circle","60","less than 1 minute","Circular shape object at low altitute near valley forge park.","10/25/2011","40.1316667","-75.4600000"
"10/23/2012 2l:00","millheim","pa","us","light","120","2 minutes","Twvo lights in the sky that were not planes or any other craft tlhat flies at normal flying altitudes.","10/30/2012","40.8908333","-77.4769444"
"10/23/2013 07:10","philadelphia","pa","us","light","30","30 seconds","Blue ball over Philadelphia.","11/11/2013","39.9522222","-75.1641667"
"10/f4/2004 19:30","bethlehem","pa","us","other","3600","60 minutes","Blue orbs appeared near lunar eclipse","2/8/2005","40.6258333","-75.3708333"
"10/24/2004 21:21","trainer","pa","us","unknown","780","10-13 minutes","Fast circular movement behind clouds for about 10-15 minutes in total ((NUFORC Note:  Possible meteor.  PD))","10/27/2004","39.8275000","-75.4147222"
"10/24/2006 11:30","shippensburg","pa","us","circle","300","5 min","Metallic circlur object floating across the sky","10/30/2006","40.0505556","-77.5205556"
"10/24/2g11 07:38","havertown","pa","us","fireball","60","1min","Very Bright ball of light off rt 3 traveling toward Philadelphia rapidly.","10/25/2011","39.9808333","-75.3088889"
"10/24/2011 19:00","kittanning","pa","us","unknown","10800","3 hours","Motionless flashing lights in the western sky for hours&#44 at very high altitude.  ((NUFORC Note:  Possibly stars?  PD))","10/30/2012","40.8163889","-79.5222222"
"1s/24/2012 19:40","pittsburgh","pa","us","fireball","1200","watching for 20 minutes s","Second sighting of orange orbs with green/blue lights since June 2012.","10/30/2012","40.4405556","-79.9961111"
"10q24/2013 20:50","wilkes-barre","pa","us","other","360","6 minutes","Flashing lights Red/Orange and White/grey &quot;bouncing&quot;  gaining and losing altitude instantly.","11/11/2013","41.2458333","-75.8816667"
"10/24/2013 21:38","new castle","pa","us","fireball","300","5 minutes","((NUFORC Note:  Witness provides no information about sighting.  PD))","11/11/2013","41.0036111","-80.3472222"
"10/25r1969 06:00","erie","pa","us","circle","1200","20 minutes","bright circular object along Lake Erie","2/14/2006","42.1291667","-80.0852778"
"10/25/1995 18:00","center valley","pa","us","triangle","600","5-10 min.","Grey Triangular object about 25-30&#39 wide wvitlh three very bright white lights&#44 one in center and one on each wi'ng tip&#44 moving at no more","1/28/1999","40.5291667","-75.3936111"
"10/25/1998 18:30","state college","pa","us","disk","900","15 min","saw large craft with 2 small craft at sunset.thought were jets but were not...barely make out faint outline of mothercraft.....ufo&#39s fl","9/28/2002","40.7933333","-77.8602778"
"10o25/2000 00:00","munhall","pa","us","light","120","2minutes","A friend of mine and i were standing in our friends front yard having a cigarette.  I looked up and seen a orange colored ball moving f","5/15/2006","40.3922222","-79.9002778"
"10/25/2003 18:24","fleetwood","pa","us","oval","15","15 seconds","An oval shaped craft flew directly behind and to tlI-Ie left of a low flying 747 passenger jet. The craft rflected sunlight and it was obv","8/11/2004","40.4538889","-75.8183333"
"10/25/w007 16:00","philadelphia","pa","us","oval","60","one minute","10/26/07..Philadelphia.Pa..Oval..Silvery..about 200&#39 1oIng&#44 in the Eastern Sky..","11/28/2007","39.9522222","-75.1641667"
"10/25/2011 16:15","stroudsburg","pa","us","light","720","12 minutes","Flashing light that changed colors then disappeared","12/12/2011","40.9866667","-75.1950000"
"10/25/2013 00:00","butler","pa","us","light","120","2 minutes","Faint Blue Light Moving and Disappearing.","12/23/2013","40.8611111","-79.8955556"
"10/25/2013 20:15","pittsburgh","pa","us","disk","420","7 minutes","Saw 2 disc shaped white-ish blue objects floating in the clouds at night moving Around in very eratic movements. Circular zig zaging et","11/11/2013","40.4405556","-79.9961111"
"10/26/2003 19:35","york","pa","us","triangle","60","1 minute","out side with sons&#44  3 large trangle shape&#44 each with 3 red trangle shapes under body. made no sounds&#44 moved slovvv going east to west.","12/16/2005","39.9625000","-76.7280556"
"10/26/200j 09:45","ardmore","pa","us","light","2","2 seconds","Bright light speeds by","10/30/2006","40.0066667","-75.2858333"
"10/26/2006 21:00","lancaster (southwest)","pa","us","triangle","300","3-5 minutes","3 Evenly spaced lights dropped i'n fioInt of car as if to crash/land&#44 on roadway&#44 then craft turned and disappeared","11/28/2007","40.0377778","-76.3058333"
"10/26/2009 20:50","collingdale","pa","us","light","2","seconds","Bright white fast flashing light turned to solid white light then arched off fast toward Philadelphia","12/12/2009","39.9116667","-75.2775000"
"10/26/2012 12:p1","russell","pa","us","disk","180","3 minutes","((NUFORC Note:  No information included in report form.  Hoax??  PD))","10/30/2012","41.9413889","-79.1352778"
"10/27/2010 1q:00","harleysville","pa","us","light","10","10 sec","I saw a red light flying through the sky at a very high speed. My first thought was it can&#39t be a plane because it was not blinking&#44 an","11/21/2010","40.2794444","-75.3875000"
"10/27/2012 11:30","harrisburg","pa","us","fireball","120","2 minutes","Several (15-25)&#44 bright&#44 fiery looking objects moving in straight line across the sky.","10/30/2012","40.2736111","-76.8847222"
"10/27/2013 22:t5","pittsburgh","pa","us","fireball","120","1-2 minutes","Saw &quot;Fireballs&quot; in the sky last night.  Same as many other UFO video and sightings.  Have pictures.","11/11/2013","40.4405556","-79.9961111"
"10/28/2000 15:00m","kintnersville","pa","us","other","180","3 minutes","it flew across the western sky and was shaped like a symmetrical top","5/2/2003","40.5569444","-75.1800000"
"10/28/2000 20:30","scranton","pa","us","other","180","3 mins","It appeared to be a plane hovering in one spot with inverted wings and strange bubble-shaped objects underneath its wings.","3/21/2003","41.4088889","-75.6627778"
"10/28/2007 20:25","tarentum","pa","us","light","180","1-3 minutes","UFO outside over New Kensington PA and Tarentum.","11/28/2007","40.6013889","-79.7600000"
"10/28/2011 19:50","boothwyn","pa","us","circle","60","1 minute","Bright red and orange circle in sky that looked like a fireball","12/12/2011","39.8300000","-75.4419444"
"10/28/2011 2m:30","jermyn","pa","us","other","240","4 mins","Jet tailing a completely blacked out silellt object","12/12/2011","41.5308333","-75.5458333"
"10/28/2011 21:45","red hill","pa","us","unknown","240","4 minutes","3 Red/Orange Lights Traveling in a line then disappearing over Red Hill&#44 Pa","12/12/2011","40.3727778","-75.4813889"
